"text","transcription",lang,text2,transcription2,lang2,"translation","category","partOfSpeech"
"widely","[ˈwaɪdli]",,,,,"широко","Места","Наречия"
"outside","[ˌaʊtˈsaɪd]",,,,,"вне","Места","Наречия"
"aside","[əˈsaɪd]",,,,,"в сторону","Места","Наречия"
"closely","[ˈkləʊsli]",,,,,"близко","Места","Наречия"
"nowhere","[ˈnəʊweə]",,,,,"никуда","Места","Наречия"
"elsewhere","[ˈɛlsˈweə]",,,,,"в другом месте","Места","Наречия"
"a little","[ə ˈlɪtl]",,,,,"немного","Количества","Наречия"
"only","[ˈəʊnli]",,,,,"только","Количества","Наречия"
"alone","[əˈləʊn]",,,,,"в одиночку","Количества","Наречия"
"at least","[ət liːst]",,,,,"по меньшей мере","Количества","Наречия"
"together","[təˈgɛðə]",,,,,"вместе","Количества","Наречия"
"a lot","[ə lɒt]",,,,,"много","Количества","Наречия"
"bit","[bɪt]",,,,,"немного","Количества","Наречия"
"twice","[twaɪs]",,,,,"дважды","Количества","Наречия"
"fully","[ˈfʊli]",,,,,"полностью","Количества","Наречия"
"increasingly","[ɪnˈkriːsɪŋli]",,,,,"более","Количества","Наречия"
"anymore","[ˌɛniˈmɔː]",,,,,"(еще) больше","Количества","Наречия"
"also","[ˈɔːlsəʊ]",,,,,"также","Количества","Наречия"
"else","[ɛls]",something else,,,,"еще (что-нибудь еще)","Количества","Наречия"
"more","[mɔː]",,,,,"больше","Количества","Наречия"
"much","[mʌʧ]",,,,,"много","Количества","Наречия"
"less","[lɛs]",,,,,"меньше","Количества","Наречия"
"all","[ɔːl]",,,,,"все","Количества","Наречия"
"once","[wʌns]",,,,,"раз (однажды)","Количества","Наречия"
"enough","[ɪˈnʌf]",,,,,"достаточно","Меры, степени","Наречия"
"largely","[ˈlɑːʤli]",,,,,"в значительной степени","Меры, степени","Наречия"
"deep","[diːp]",,,,,"глубоко","Меры, степени","Наречия"
"extremely","[ɪksˈtriːmli]",,,,,"чрезвычайно","Меры, степени","Наречия"
"partly","[ˈpɑːtli]",,,,,"частично","Меры, степени","Наречия"
"barely","[ˈbeəli]",,,,,"едва","Меры, степени","Наречия"
"fairly","[ˈfeəli]",,,,,"довольно","Меры, степени","Наречия"
"essentially","[ɪˈsɛnʃəli]",,,,,"существенно","Меры, степени","Наречия"
"approximately","[əˈprɒksɪmɪtli]",,,,,"примерно","Меры, степени","Наречия"
"equally","[ˈiːkwəli]",,,,,"одинаково","Меры, степени","Наречия"
"perfectly","[ˈpɜːfɪktli]",,,,,"отлично","Меры, степени","Наречия"
"pretty","[ˈprɪti]",,,,,"довольно","Меры, степени","Наречия"
"very","[ˈvɛri]",,,,,"очень","Меры, степени","Наречия"
"better","[ˈbɛtə]",,,,,"лучше","Меры, степени","Наречия"
"hard","[hɑːd]",,,,,"трудно","Меры, степени","Наречия"
"best","[bɛst]",,,,,"лучший","Меры, степени","Наречия"
"really","[ˈrɪəli]",,,,,"действительно","Меры, степени","Наречия"
"most","[məʊst]",,,,,"наиболее","Меры, степени","Наречия"
"still","[stɪl]",,,,,"еще (все еще)","Меры, степени","Наречия"
"yet","[jɛt]",not yet,,,,"еще (еще нет)","Меры, степени","Наречия"
"almost","[ˈɔːlməʊst]",,,,,"почти","Меры, степени","Наречия"
"easy","[ˈiːzi]",,,,,"легко","Меры, степени","Наречия"
"quite","[kwaɪt]",,,,,"вполне (довольно)","Меры, степени","Наречия"
"maybe","[ˈmeɪbiː]",,,,,"может быть","Вводные и соединительные слова","Наречия"
"actually","[ˈækʧʊəli]",,,,,"на самом деле (вообще-то)","Вводные и соединительные слова","Наречия"
"probably","[ˈprɒbəbli]",,,,,"вероятно","Вводные и соединительные слова","Наречия"
"of course","[əv] [kɔːs]",,,,,"конечно","Вводные и соединительные слова","Наречия"
"perhaps","[pəˈhæps]",,,,,"возможно","Вводные и соединительные слова","Наречия"
"possibly","[ˈpɒsəbli]",,,,,"возможно","Вводные и соединительные слова","Наречия"
"unfortunately","[ʌnˈfɔːʧnɪtli]",,,,,"к сожалению","Вводные и соединительные слова","Наречия"
"certainly","[ˈsɜːtnli]",,,,,"конечно","Вводные и соединительные слова","Наречия"
"apparently","[əˈpærəntli]",,,,,"по-видимому","Вводные и соединительные слова","Наречия"
"indeed","[ɪnˈdiːd]",,,,,"действительно","Вводные и соединительные слова","Наречия"
"basically","[ˈbeɪsɪkəli]",,,,,"в основном","Вводные и соединительные слова","Наречия"
"mainly","[ˈmeɪnli]",,,,,"в основном","Вводные и соединительные слова","Наречия"
