"text","transcription",lang,text2,transcription2,lang2,"translation","category","partOfSpeech"
"tale","[teɪl]",,,,,"сказка, история","Литература","Существительные"
"talent","[ˈtælənt]",,,,,"талант","Человек: личность","Существительные"
"talk","[tɔːk]",,,,,"разговаривать","Общение","Глаголы"
"talk","[tɔːk]",,,,,"обсуждение (разговор)","Общение","Существительные"
"tall","[tɔːl]",,,,,"высокий","Размер, форма","Прилагательные"
"tank","[tæŋk]",,,,,"бак (танк)","Техника","Существительные"
"tap","[tæp]",,,,,"постукивать","Физические действия (человека)","Глаголы"
"tape","[teɪp]",,,,,"лента","Дом, быт","Существительные"
"target","[ˈtɑːgɪt]",,,,,"целиться","Борьба","Глаголы"
"target","[ˈtɑːgɪt]",,,,,"цель","Работа, карьера","Существительные"
"task","[tɑːsk]",,,,,"задача","Работа, карьера","Существительные"
"taste","[teɪst]",,,,,"пробоватьс","Дом, быт, развлечения","Глаголы"
"taste","[teɪst]",,,,,"вкус","Еда","Существительные"
"tax","[tæks]",,,,,"налог","Экономика, бизнес","Существительные"
"tea","[tiː]",,,,,"чай","Еда","Существительные"
"teach","[tiːʧ]",,,,,"учить","Чувства, мышление, восприятие","Глаголы"
"teacher","[ˈtiːʧə]",,,,,"учитель","Учеба","Существительные"
"teacher","[ˈtiːʧə]",,,,,"учитель","Профессии, должности","Существительные"
"team","[tiːm]",,,,,"команда","Сотрудничество","Существительные"
"tear","[teə] ",,,,,"слеза","Человек: анатомия","Существительные"
"tear","[teə]",,,,,"разрыв (прореха)","Техника","Существительные"
"tear","[teə]",,,,,"рвать","Физические действия (человека)","Глаголы"
"technical","[ˈtɛknɪkəl]",,,,,"технический","Наука, искусство","Прилагательные"
"technical","[ˈtɛknɪkəl]",,,,,"технический","Наука, искусство","Прилагательные"
"technique","[tɛkˈniːk]",,,,,"техника (прием)","Наука","Существительные"
"technology","[tɛkˈnɒləʤi]",,,,,"технология","Промышленность","Существительные"
"teenager","[ˈtiːnˌeɪʤə]",,teen,,,"подросток","Человек: жизнь","Существительные"
"teenager","[ˈtiːnˌeɪʤə]",,,,,"подросток","Семья","Существительные"
"telephone","[ˈtɛlɪfəʊn]",,,,,"телефон","Дом, быт","Существительные"
"telescope","[ˈtɛlɪskəʊp]",,,,,"телескоп","Наука","Существительные"
"tell","[tɛl]",,,,,"говорить","Общение","Глаголы"
"tell the truth","[tɛl ðə truːθ]",,,,,"говорить правду","Общение","Глаголы"
"temperature","[ˈtɛmprɪʧə]",,,,,"температура","Физические явления, характеристики","Существительные"
"tend","[tɛnd]",,,,,"иметь склонность","Чувства, мышление, восприятие","Глаголы"
"tension","[ˈtɛnʃən]",,,,,"напряжение, натяжение","Физические явления, характеристики","Существительные"
"term","[tɜːm]",,,,,"термин","Наука","Существительные"
"terrible","[ˈtɛrəbl]",,,,,"ужасный","Мораль, поведение","Прилагательные"
"territory","[ˈtɛrɪtəri]",,,,,"территория","Государство и общество","Существительные"
"terror","[ˈtɛrə]",,,,," ужас","Психология, чувства","Существительные"
"terror","[ˈtɛrə]",,,,,"террор, ужас","Государство и общество","Существительные"
"terrorism","[ˈtɛrərɪzm]",,,,,"терроризм","Государство и общество","Существительные"
"terrorist","[ˈtɛrərɪst]",,,,,"террорист","Закон","Существительные"
"test","[tɛst]",,,,,"тестировать","Работа, сотрудничество","Глаголы"
"test","[tɛst]",,,,,"тест","Учеба","Существительные"
"testify","[ˈtɛstɪfaɪ]",,,,,"давать показания","Закон","Глаголы"
"testimony","[ˈtɛstɪməni]",,,,,"свидетельство, показания","Закон","Существительные"
"testing","[ˈtɛstɪŋ]",,,,,"тестирование","Учеба","Существительные"
"text","[tɛkst]",,,,,"текст","Литература","Существительные"
"than","[ðæn]",It’s more than nothing,,,,"чем (Это больше, чем ничего)","","Союзы"
"thank","[θæŋk]",,,,,"благодарить","Общение","Глаголы"
"thanks","[θæŋks]",,,,,"благодарности","Сотрудничество","Существительные"
"thanks to","[θæŋks tʊ]","thanks to the doctor, I'm feeling fine",,,,"благодаря (благодаря доктору, я чувствую себя отлично)","Разные предлоги","Предлоги"
"that","[ðæt]",I know that you’ll like it,,,,"что (Я знаю, что тебе это понравится)","","Союзы"
"theater","[ˈθɪətə]",,,,,"театр","Кино, театр, музыка","Существительные"
"theme","[θiːm]",,topic,[ˈtɒpɪk],,"тема","Общение","Существительные"
"then","[ðɛn]",,,,,"затем","Наречия времени","Наречия"
"theory","[ˈθɪəri]",,,,,"теория","Наука","Существительные"
